title,price,currency,area_sqm,location,bedrooms,bathrooms,url
Apartment for sale - Ewan Towers -Down payment 22M,37200000,EGP,400,"Al Burouj, Shorouk City, Cairo",5,4,https://www.bayut.eg/en/property/details-502782651.html
"Apartment 192 M | Fully Finished | Very prime location for sale in Hyde park new cairo compound, 5th settlement,new cairo",12100000,EGP,192,"Al Burouj, Shorouk City, Cairo",3,4,https://www.bayut.eg/en/property/details-502588587.html
"VIP apartment, ready for immediate occupancy, fully finished, on the extension of Al-Thawra Street, Nasr City, direct access to Suez, installments ove",13000000,EGP,198,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502855251.html
Apartment for sale new giza finished lowest price,15500000,EGP,175,"Porto Sokhna, Ain Sukhna, Suez",2,3,https://www.bayut.eg/en/property/details-502611095.html
"Apartment 76 M | with Downpayment 3,168,825 | Fully Finished | For sale in Zed east compound,6thsettlement, new cairo",6921825,EGP,76,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",1,2,https://www.bayut.eg/en/property/details-502592780.html
Villa 493 M | Fully Finished | Ready to move for sale in celesta uptown mokattam cairo,47500000,EGP,493,"Al Galala City, Ain Sukhna, Suez",5,5,https://www.bayut.eg/en/property/details-502557001.html
Fully Finished and Furnished Luxury Apartment With a Private Garden for Sale in Taj City,7500000,EGP,112,"Galleria Compound, 5th Settlement, New Cairo, Cairo",2,3,https://www.bayut.eg/en/property/details-502855366.html
"Apartment 160 M with Garden 300 M |Fully Finished | Prime Location for sale in acacia compound,5th settlement, new cairo",11000000,EGP,160,"AZAD Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502595073.html
"For quick sale, a ready-to-move-in apartment completely finished in New Alamein, with a sea view and lagoon.",9000000,EGP,130,"Galleria Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502723065.html
"For quick sale, a chalet in the North Coast Hills fully finished with a sea view.",9000000,EGP,130,"Galleria Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502724819.html
"Furnished apartment for sale with an extra view directly on the Nile, A Class, prime location in Downtown on Al-Bahr Al-Azim Street.",10000000,EGP,200,"Galleria Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502667714.html
A serious buyer is required to execute the immediate sale of a very distinctive chalet for quick sale in Porto Sokhna.,3400000,EGP,110,"Pyramids Heights Compound, 6th of October, Giza",2,2,https://www.bayut.eg/en/property/details-502724120.html
Chalet 3 BR Hacienda Bay fully furnished for sale in north cost,15000000,EGP,370,"Mountain View 1.1, 5th Settlement, New Cairo, Cairo",3,4,https://www.bayut.eg/en/property/details-502144099.html
"Apartment 165 M | Ready to Move | Fully Finished | for sale in 90 Avenue compound, 5th settlement, new cairo",9500000,EGP,165,"Galleria Compound, 5th Settlement, New Cairo, Cairo",2,3,https://www.bayut.eg/en/property/details-502591463.html
"Penthouse for sale in Hadayek October, ultra super lux, furnished and equipped, in Rock Eden Compound",13000000,EGP,340,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",3,4,https://www.bayut.eg/en/property/details-502849537.html
"Apartment for sale consisting of five fully furnished studios, in the first neighborhood of the third area.",3700000,EGP,180,"O West Compound, 6th of October, Giza",5,5,https://www.bayut.eg/en/property/details-502861142.html
Ready to move Triplex fully finished with Furniture for sale with lowest price prime location open view in compound Sodic Eastown new cario,27000000,EGP,244,"Amwaj, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502853850.html
penthouse for sale in regent park 2 min to AUC,22000000,EGP,411,"O West Compound, 6th of October, Giza",4,4,https://www.bayut.eg/en/property/details-502674943.html
180 M Chalet 1st Floor in La Vista 6 in Ain Sokhna with Pool and Sea view !! with Best Price - Fully Furnished,9250000,EGP,180,"Joulz Compound, 6th of October, Giza",3,3,https://www.bayut.eg/en/property/details-502709683.html
"Chalet for sale, Ready to move, 150 sqm, fully finished, in La Vista Gardens, Ain Sokhna",12000000,EGP,150,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-501345989.html
"Luxury apartment for sale with 3BR – fully finished Ultra Super Lux – in 90 Avenue, in the heart of New Cairo, with installment plans. Just two minute",8748000,EGP,139,"Seven Residence, Hadayek October, Giza",2,2,https://www.bayut.eg/en/property/details-502289838.html
"Chalet for sale, 180 sqm, Ready to move fully finished, in La Vista Gardens, Ain Sokhna",7000000,EGP,180,"Latin District, Alamein, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-500951178.html
Twin house villa on a 300 square meter plot in Group 1,26000000,EGP,300,"La Vista 6, Ain Sukhna, Suez",5,3,https://www.bayut.eg/en/property/details-502407097.html
Fully Furnished Chalet 2 Bedrooms with ACs and appliances in La Vista 6 Ain Sokhna with Sea and swimming pool View,10000000,EGP,120,"Mountain View 4, 6th of October, Giza",2,2,https://www.bayut.eg/en/property/details-502709751.html
"Not advertising talk – come see for yourself, Luxury apartment for sale with garden – fully finished in a prime location in the Fifth Settlement New C",8726490,EGP,145,"Villette Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502227474.html
Hotel apartment fully finished with ACs and furnished for sale with 24/7 hotel services in Ain Sokhna with installment plans for the longest period po,1764983,EGP,108,"Porto New Cairo - Nyoum Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502667706.html
"Furnished chalet for sale in La Vista Ray Ain Sokhna with private roof and direct sea & pool view, unique chance for buyers looking for comfort",9800000,EGP,125,"Porto New Cairo - Nyoum Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502541152.html
Marina 6,35000000,EGP,360,"Porto New Cairo - Nyoum Compound, 5th Settlement, New Cairo, Cairo",6,3,https://www.bayut.eg/en/property/details-502160981.html
"Townhouse for sale, 180 sqm, direct sea view, fully finished, in Telal AL Sokhna village - Telal AL Sokhna",14000000,EGP,180,"La Vista Gardens, Ain Sukhna, Suez",3,2,https://www.bayut.eg/en/property/details-501205479.html
"Luxury 3BR apartment for sale [ ultra-modern finishing] –RTM with 50% cash discount in the heart of the New Administrative Capital, very prime locatio",6104000,EGP,197,"La Vista Gardens, Ain Sukhna, Suez",3,3,https://www.bayut.eg/en/property/details-502663140.html
"Chalet for sale, 150 sqm,Ready to move fully finished, in La Vista Gardens, Ain Sokhna",10000000,EGP,150,"La Vista Ray, Ain Sukhna, Suez",3,2,https://www.bayut.eg/en/property/details-500940275.html
"Chalet for sale with direct sea view, super luxurious finishing, in Telal Village, Ain Sokhna",9000000,EGP,108,"Eastown Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-501345965.html
"Seaview 4th Row Charm Villa , Remain Installments",175000000,EGP,601,"La Vista Gardens, Ain Sukhna, Suez",7,7,https://www.bayut.eg/en/property/details-502488531.html
"Chalet 2-Bed in New Gouna, Finished, Installments",8500000,EGP,117,"EL Patio 7, 5th Settlement, New Cairo, Cairo",2,3,https://www.bayut.eg/en/property/details-502593833.html
Apartment for sale on Michel Bakhoum Street near the Al-Said Club,10500000,EGP,230,"IL Monte Galala, Ain Sukhna, Suez",3,3,https://www.bayut.eg/en/property/details-502226228.html
APARTMENT 3BR 151 SQM DIRECT LAGOON FINISHED FACING NORTH IN GOUNA 0VER 5 YEARS.,27000000,EGP,151,"Soul, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502861446.html
"Chalet with Garden in New Gouna, Overlooking Landscape, 0% Downpayment",12900000,EGP,118,"Mohandessin, Giza",3,3,https://www.bayut.eg/en/property/details-502491695.html
Twin house 286M facing north fully furnished prime location Marassi,40000000,EGP,286,"Telal Sokhna, Ain Sukhna, Suez",4,4,https://www.bayut.eg/en/property/details-502862105.html
"Town-Villa in Soma Bay , Limited Offer 5% Down-payment",28000000,EGP,300,"The Square Compound, 5th Settlement, New Cairo, Cairo",4,5,https://www.bayut.eg/en/property/details-502334062.html
"Chalet for sale, 110 sqm, fully finished,Ready to move in La Vista Gardens Village",8500000,EGP,110,"Mangroovy, Gouna, Red Sea",3,2,https://www.bayut.eg/en/property/details-501068993.html
3BR Fully Finished Apartment in a prime location in the Fifth Settlement – Fifth Square Al Marassem Compound over 8 years & 40% Cash discount,13725900,EGP,180,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502581082.html
"For sale apartment in hurghada, Gravity Hotel ( samra bay) 1 bedroom apartment 83 m2 with private beach . sea view. 3 swimming pools. heated pool. sal",4700000,EGP,83,"Soul, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502854467.html
Lowest price twin house with sea view for sale in Fouka Bay,30000000,EGP,278,"Telal Sokhna, Ain Sukhna, Suez",5,4,https://www.bayut.eg/en/property/details-502867730.html
"Apartment for sale at a special price, hotel-style finishing, ready to move in, with a direct landscape view, near City Centre Almaza Mall and Cairo I",13000000,EGP,174,"La Vista 6, Ain Sukhna, Suez",3,2,https://www.bayut.eg/en/property/details-502866873.html
Fully Furnished Chalet 2 Bedrooms with ACs and appliances in La Vista 6 Ain Sokhna with Sea and swimming pool View,10000000,EGP,120,"Mangroovy, Gouna, Red Sea",2,2,https://www.bayut.eg/en/property/details-502709751.html
"Ready To Move Villa For Sale In Leena Springs, First Settlement - Fully Finished In Prime location In New Cairo",35000000,EGP,404,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",5,7,https://www.bayut.eg/en/property/details-502872239.html
Fully furnished Duplex for sale on Street 9 next to Monto Cairo Hotel in Mokattam Ready to move,10000000,EGP,400,"Mesca, Soma Bay, Red Sea",5,4,https://www.bayut.eg/en/property/details-502867471.html
DELIVERY 2026 - 2BR 95SQM DIRECT LAGOON FINISHED FACINIG NORTH BY ORASCOM - OVER 5 Y,17500000,EGP,95,"Soul, North Coast, Matruh",2,3,https://www.bayut.eg/en/property/details-502860572.html
Chalet for sale at il monte galala Fully furnished zone A sea view 3 bedrooms,6500000,EGP,126,"Soul, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502612274.html
Hotel apartment fully finished with ACs and furnished for sale with 24/7 hotel services in Ain Sokhna with installment plans for the longest period po,1764983,EGP,108,"Swan Lake Gouna, Gouna, Red Sea",3,3,https://www.bayut.eg/en/property/details-502667706.html
Resale Modern 2BR Apartment in Mangroovy – Fully Furnished | Pool View,18000000,EGP,100,"Marriott Residence, Heliopolis, Cairo",2,1,https://www.bayut.eg/en/property/details-502332535.html
"A luxury fully furnished apartment for sale in a prime location off Abbas El Akkad Street, Anwar El Mofty Street, behind Tiba Mall. Full-front view in",7500000,EGP,240,"Nakheel Compound, 1st Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502871614.html
Villa for Sale – Marina 4 First Row on the Crystal Lagoon Private Swimming Pool,32000000,EGP,749,"Acacia Compound, 5th Settlement, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502868398.html
"Strategically Located Apartment for Sale Next to Madinaty on Suez Road – Inside a 1,550-Acre Gated Community",4100000,EGP,218,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502383861.html
"North Coast, Marassi, a prominent location on the Mediterranean Sea, characterized by tranquility and beautiful nature, featuring residential apartmen",28000000,EGP,147,"Mangroovy, Gouna, Red Sea",3,2,https://www.bayut.eg/en/property/details-502873927.html
Apartment Fully Finished Prime Location - 5% Down-payment on 10 years,22000000,EGP,151,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502872262.html
"Own a distinctive villa for sale in Madinaty, Villa Model F, land area of 750 - buildings 361 square meters. The sale includes furniture and appliances, with a wide garden view and a north-facing street.",38000000,EGP,750,"Mangroovy, Gouna, Red Sea",4,4,https://www.bayut.eg/en/property/details-502867599.html
"Apartment for sale, 130 m², Mandara Bahri - 2 blocks from the sea and sea view",3600000,EGP,130,"IL Monte Galala, Ain Sukhna, Suez",3,1,https://www.bayut.eg/en/property/details-502103349.html
"Best chalet for sale in Stella Marina, North Coast Swimming pool view 3 bedrooms 2 bathrooms Reception area Kitchen Selling includes fur",3800000,EGP,110,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502873287.html
"Chalet for sale, 150 sqm,Ready to move fully finished, in La Vista Gardens, Ain Sokhna",10000000,EGP,150,"Mangroovy, Gouna, Red Sea",3,2,https://www.bayut.eg/en/property/details-500940275.html
Apartment for Sale in New Cairo – Prime Location! Located next to Palm Hills New Cairo and the American University in Cairo (AUC). Ready for immediate,9750000,EGP,190,"Madinaty, Cairo",3,3,https://www.bayut.eg/en/property/details-502230510.html
"I have a chalet for sale from the owner next to Marassi, ready for immediate delivery, directly on the sea in La Vista Bay",13600000,EGP,150,"Nasr City, Cairo",3,3,https://www.bayut.eg/en/property/details-502345059.html
APARTMENT 3BR 151 SQM DIRECT LAGOON FINISHED FACING NORTH IN GOUNA 0VER 5 YEARS.,27000000,EGP,151,"Mandara, Alexandria",3,3,https://www.bayut.eg/en/property/details-502861446.html
"UNIQE DUBLEX FOR SALE 396 SQ M WITH GARDEN 53 DELIVERED ONE YEAR FULLY FINISHED FURNISHED WITH A,C DIPLOMATIC AREA DIRICT R7 NEW CAPITAL",14775000,EGP,396,"Mandara, Alexandria",4,4,https://www.bayut.eg/en/property/details-501458940.html
Twin house 286M facing north fully furnished prime location Marassi,40000000,EGP,286,"Madinaty, Cairo",4,4,https://www.bayut.eg/en/property/details-502862105.html
"Apartment for sale, Fully Finished Fully Furnished with Maids Room Ready To Move in October Plaza - 6th of October",15000000,EGP,205,"Acacia Compound, 5th Settlement, New Cairo, Cairo",3,4,https://www.bayut.eg/en/property/details-502862221.html
"For Sale: Residential Unit in the Most Prestigious Phases of Madinaty, B1 Area: 175m Internal Layout: 3 bedrooms (including one master bedroom) + 3 ba",8100000,EGP,175,"Marseilia Beach 4, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502853037.html
